"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","x25sl_star","ui_star","str_star","elg_star","rd_star","b_star","mic_star"
88,80,"San Joaquin",132,"W Side Field Station, CA",772,1,125,1.13,0.55,48.7,227,8,4.1,1.14,45.8,23.4,7,80.5,7.9,4.2
88,80,"San Joaquin",132,"W Side Field Station, CA",772,2,111,1.13,0.56,49.6,227,7.5,4,1.15,46.5,23.8,7.3,82.9,7.6,4.3
88,80,"San Joaquin",132,"W Side Field Station, CA",773,1,119,1.13,0.56,49.6,256,7.3,4.3,1.13,46.9,23.2,7.7,81.1,7.1,4.4
88,80,"San Joaquin",132,"W Side Field Station, CA",773,2,123,1.17,0.58,49.6,257,8,3.9,1.15,47.1,24.8,7.6,82.5,7,3.8
88,80,"San Joaquin",132,"W Side Field Station, CA",774,1,119,1.13,0.56,49.6,261,7.5,4.2,1.16,46.2,23.6,7.7,80.9,7.8,4.2
88,80,"San Joaquin",132,"W Side Field Station, CA",774,2,118,1.14,0.56,49.1,239,8,3.8,1.16,46.7,22.8,7.4,81.8,7.3,4
88,80,"San Joaquin",132,"W Side Field Station, CA",775,1,125,1.14,0.57,50,250,6.8,4.5,1.13,48.2,23.3,7.5,81.7,7.4,4.5
88,80,"San Joaquin",132,"W Side Field Station, CA",775,2,136,1.15,0.56,48.7,247,7,4,1.17,46.9,21.3,7,79.6,7.2,4.5
88,80,"San Joaquin",132,"W Side Field Station, CA",776,1,122,1.18,0.59,50,254,6.8,4.1,1.17,46.9,23.3,7.1,81.8,7.4,4.1
88,80,"San Joaquin",132,"W Side Field Station, CA",776,2,130,1.17,0.59,50.4,239,7.3,3.7,1.17,47.3,23.7,7.2,81.6,7.4,3.9
88,160,"BLA",180,"Dallas, TX",477,1,147,1.12,0.57,50.9,253,7.5,3.9,1.09,49.8,26.5,6.9,71.9,6.2,3.9
88,160,"BLA",180,"Dallas, TX",477,2,155,1.12,0.56,50,247,7.5,4,1.12,48.2,25.7,6.9,74.7,5.6,4
88,160,"BLA",180,"Dallas, TX",635,1,111,0.97,0.51,52.6,181,6.5,4.7,0.96,49.6,17.1,6.3,67.5,7,5.4
88,160,"BLA",180,"Dallas, TX",635,2,114,1.03,0.52,50.5,167,7,4.3,0.95,47.4,20,6,69.3,7.2,4.1
88,160,"BLA",180,"Dallas, TX",636,1,109,0.99,0.48,48.5,170,7,4.4,1.03,46.4,18.1,5.7,73.8,6.7,4.2
88,160,"BLA",180,"Dallas, TX",636,2,114,1.05,0.53,50.5,187,7.3,4.3,1.04,49.4,19.4,6.2,70.5,7,4.4
88,160,"BLA",180,"Dallas, TX",659,1,112,0.98,0.49,50,164,7.3,3.9,0.95,45.5,15.8,5.2,72.5,7,4.1
88,160,"BLA",180,"Dallas, TX",659,2,115,1.02,0.51,50,173,7,4.1,0.98,47.1,18,5.8,73.3,7.7,3.8
88,160,"BLA",180,"Dallas, TX",680,1,104,1.07,0.5,46.7,165,9.3,3.6,1.02,43.2,19.3,6,72.7,6.6,3.5
88,160,"BLA",180,"Dallas, TX",680,2,108,1.08,0.52,48.1,170,8.5,4.1,1.08,46.5,18.8,6,72.4,6.6,3.6
88,160,"BLA",180,"Dallas, TX",689,1,107,1.06,0.52,49.1,163,8.3,4.3,1.01,44.4,17.9,6.2,73.1,6.1,4.3
88,160,"BLA",180,"Dallas, TX",689,2,104,1.08,0.54,50,193,7,4.7,1.09,47.2,18.3,6.8,73.2,6.7,4.6
88,160,"BLA",180,"Dallas, TX",702,1,115,0.99,0.46,46.5,182,6.8,4.4,0.99,44.1,17.4,5.7,73.3,7.7,4.2
88,160,"BLA",180,"Dallas, TX",702,2,105,1.04,0.5,48.1,185,7.5,3.8,0.97,41.5,15.4,5.2,72.3,7.7,4.1
88,160,"BLA",180,"Dallas, TX",703,1,116,1.04,0.51,49,173,7,4.1,1.02,45.9,18.2,5.5,72.4,7.3,3.9
88,160,"BLA",180,"Dallas, TX",703,2,109,1.06,0.51,48.1,180,7,3.8,1.04,46.2,19.1,5.8,72,6.9,3.6
88,160,"BLA",180,"Dallas, TX",748,1,126,1.1,0.55,50,194,6.5,4.6,1.03,44.9,19,6.4,70.9,7.4,4.7
88,160,"BLA",180,"Dallas, TX",748,2,121,1.04,0.51,49,177,8,4.8,1.07,49.6,19.1,6.4,71.2,6.6,4.7
88,160,"BLA",181,"Thrall, TX",477,1,163,1.15,0.62,53.9,252,8,3.9,1.15,48.4,25.2,6.6,74.4,8.3,3.8
88,160,"BLA",181,"Thrall, TX",477,2,163,1.18,0.62,52.5,267,7.5,3.7,1.15,51.7,27.8,6.6,75,8.1,3.5
88,160,"BLA",181,"Thrall, TX",635,1,112,1.02,0.52,51,198,6.8,4,1.03,50.6,21.5,6.3,72.3,8.4,3.5
88,160,"BLA",181,"Thrall, TX",635,2,119,1.03,0.5,48.5,206,7.3,4.1,1.03,49.8,21.9,6.5,71.6,7.6,3.8
88,160,"BLA",181,"Thrall, TX",636,1,126,1.08,0.52,48.1,203,7.8,3.7,1.06,47.2,20.8,6.2,74.3,9.1,3.6
88,160,"BLA",181,"Thrall, TX",636,2,117,1.03,0.48,46.6,179,7.3,3.6,1.07,46.2,19.7,5.9,73.9,8.7,3.5
88,160,"BLA",181,"Thrall, TX",659,1,127,1.06,0.53,50,205,7.3,3.6,1.06,49.8,21.2,6.3,72.9,8.3,3.6
88,160,"BLA",181,"Thrall, TX",659,2,111,1,0.49,49,184,7.8,3.4,1.05,49.1,17.9,5.7,76.8,8.4,3.3
88,160,"BLA",181,"Thrall, TX",680,1,115,1.13,0.56,49.6,181,8.8,3.6,1.08,43.4,19.7,6.9,74.2,8.4,3.4
88,160,"BLA",181,"Thrall, TX",680,2,119,1.12,0.55,49.1,197,8.8,3.3,1.11,45.6,20,6.6,76.7,8,3.3
88,160,"BLA",181,"Thrall, TX",689,1,118,1.08,0.51,47.2,196,8,4.1,1.1,47.4,19.2,6.8,77.8,8.8,4.1
88,160,"BLA",181,"Thrall, TX",689,2,123,1.1,0.54,49.1,197,8.3,4.6,1.1,48.7,19.5,7,77,8.7,4.2
88,160,"BLA",181,"Thrall, TX",702,1,107,1.09,0.52,47.7,192,7.3,3.7,1.07,43.9,19,5.9,76.9,7.9,3.4
88,160,"BLA",181,"Thrall, TX",702,2,112,1.07,0.5,46.7,180,7.3,3.8,1.09,46,18.3,5.5,76,8.7,3.7
88,160,"BLA",181,"Thrall, TX",703,1,117,1.1,0.53,48.2,209,7.3,3.3,1.11,46.6,19.4,6,76.2,8.2,3.3
88,160,"BLA",181,"Thrall, TX",703,2,111,1.07,0.53,49.5,192,6.5,3.7,1.06,46.6,21.1,6,73.1,8.1,3.5
88,160,"BLA",181,"Thrall, TX",748,1,130,1.14,0.56,49.1,223,7,4.1,1.09,45.7,21.1,6.4,70.4,9,3.9
88,160,"BLA",181,"Thrall, TX",748,2,125,1.16,0.58,50,227,7.5,3.7,1.13,48,21.4,6.2,73.6,8.3,3.6
88,170,"ARI",5,"Marana, AZ",320,1,114,1.22,0.6,49.2,199,7.8,3.7,1.13,44.7,21,6.2,79.3,9.1,4
88,170,"ARI",5,"Marana, AZ",320,2,122,1.22,0.57,46.7,181,8.5,4,1.13,44.4,19.1,5.7,74.7,8.6,4.2
88,170,"ARI",5,"Marana, AZ",477,1,130,1.24,0.63,50.8,218,7.3,4.3,1.2,48.7,21.6,6.4,77.4,8.3,4.1
88,170,"ARI",5,"Marana, AZ",477,2,132,1.24,0.63,50.8,244,7.5,4.6,1.23,50.4,23.6,6.7,78,8.3,3.9
88,170,"ARI",5,"Marana, AZ",611,1,99,1.17,0.58,49.6,177,8.3,4.7,1.15,45.6,19.9,6.9,77.6,6.8,4.9
88,170,"ARI",5,"Marana, AZ",611,2,104,1.16,0.58,50,183,7.5,4.7,1.12,45.1,19,6.6,78.4,7.3,4.7
88,170,"ARI",5,"Marana, AZ",635,1,108,1.09,0.56,51.4,190,7.5,4.4,1.12,47.8,17.7,6.2,77.3,8.5,4.7
88,170,"ARI",5,"Marana, AZ",635,2,113,1.05,0.54,51.4,195,8,5.1,0.99,49.1,19.5,6.5,77.2,7.7,4.6
88,170,"ARI",5,"Marana, AZ",649,1,116,1.13,0.55,48.7,187,9.5,5.1,1.13,46.7,21.5,6.8,79.6,8.2,3.9
88,170,"ARI",5,"Marana, AZ",649,2,115,1.19,0.6,50.4,186,7.5,4.2,1.17,46,21.1,6.7,77.8,8.6,4.1
88,170,"ARI",5,"Marana, AZ",685,1,110,1.23,0.62,50.4,183,8.5,4.6,1.19,49.3,19.5,6.7,75.8,8.2,4.5
88,170,"ARI",5,"Marana, AZ",685,2,118,1.21,0.59,48.8,193,7.8,4.4,1.16,46.4,21.2,6.9,76.9,8.8,4.3
88,170,"ARI",5,"Marana, AZ",689,1,99,1.16,0.53,45.7,188,8,4.9,1.16,47.1,17.5,6.4,77.6,8,4.6
88,170,"ARI",5,"Marana, AZ",689,2,102,1.17,0.56,47.9,177,9,4.8,1.17,46.7,17.8,6.3,78.6,7.8,4.2
88,170,"ARI",5,"Marana, AZ",723,1,101,1.21,0.58,47.9,183,9,3.7,1.18,46.3,17.8,6.3,80.2,8,4.2
88,170,"ARI",5,"Marana, AZ",723,2,103,1.14,0.56,49.1,182,9.5,4.8,1.14,44.9,19,6.6,79.5,8.4,4.2
88,170,"ARI",5,"Marana, AZ",725,1,106,1.21,0.62,51.2,182,9.5,4.3,1.19,48.8,18.6,7.1,78.6,8.2,4.2
88,170,"ARI",5,"Marana, AZ",725,2,115,1.23,0.63,51.2,187,9.5,4,1.18,44.7,17.4,7.2,79.3,8.5,4.9
88,170,"ARI",5,"Marana, AZ",741,1,122,1.18,0.6,50.8,201,7.8,4.1,1.13,43.1,21.2,6.2,78.2,9.1,4.1
88,170,"ARI",5,"Marana, AZ",741,2,113,1.19,0.59,49.6,190,9.8,4.6,1.12,43.6,21.9,6.9,77.9,8.3,4.5
88,170,"ARI",5,"Marana, AZ",748,1,111,1.2,0.58,48.3,190,7.5,5,1.15,47.7,17,6.2,77.9,8.2,4.9
88,170,"ARI",5,"Marana, AZ",748,2,116,1.2,0.57,47.5,188,7.5,4.7,1.15,46,18.7,6.1,74.7,7.5,4.6
88,170,"ARI",5,"Marana, AZ",750,1,105,1.12,0.56,50,176,9.5,4.9,1.13,46,18.7,6.3,79.2,8.4,4.2
88,170,"ARI",5,"Marana, AZ",750,2,114,1.14,0.58,50.9,184,9.5,4.5,1.15,47.5,18.4,7,74.6,7.9,4.7
88,170,"ARI",182,"Maricopa, AZ",320,1,118,1.17,0.55,47,213,6.3,4.6,1.11,43.7,22.2,6.5,76.2,8.3,4.7
88,170,"ARI",182,"Maricopa, AZ",320,2,121,1.15,0.53,46.1,211,5.8,5,1.1,43.6,20.6,6.3,74.1,8.2,4.8
88,170,"ARI",182,"Maricopa, AZ",477,1,141,1.23,0.63,51.2,257,7,4.1,1.23,46.9,23.7,6.4,77.5,8.2,4.1
88,170,"ARI",182,"Maricopa, AZ",477,2,148,1.23,0.6,48.8,247,6.5,4.5,1.21,50.1,24.6,6.6,75.9,8,4
88,170,"ARI",182,"Maricopa, AZ",611,1,115,1.18,0.59,50,195,7,4.5,1.14,46.8,20.3,6.5,77.8,6.8,5
88,170,"ARI",182,"Maricopa, AZ",611,2,109,1.16,0.57,49.1,199,6.5,5.2,1.12,46.2,21.2,6.5,76.9,7.1,4.6
88,170,"ARI",182,"Maricopa, AZ",635,1,116,1.04,0.52,50,207,6.5,5,1.05,49.3,18.9,6.4,72.4,7.1,5.2
88,170,"ARI",182,"Maricopa, AZ",635,2,118,1.03,0.51,49.5,191,6.5,5.1,1.02,48.1,19.9,6.5,77.2,8.1,4.7
88,170,"ARI",182,"Maricopa, AZ",649,1,119,1.16,0.59,50.9,220,6.5,4.9,1.11,45.9,22.6,6.4,77.7,8.2,4.3
88,170,"ARI",182,"Maricopa, AZ",649,2,121,1.13,0.58,51.3,211,6.3,5.3,1.12,47.2,22.7,6.5,77.3,7.4,5.1
88,170,"ARI",182,"Maricopa, AZ",685,1,117,1.23,0.59,48,225,6.3,5.3,1.18,48.7,20.6,6.6,77,8.2,4.3
88,170,"ARI",182,"Maricopa, AZ",685,2,120,1.22,0.58,47.5,210,6.5,4.4,1.17,47.5,20.2,6.6,76.7,8,4.6
88,170,"ARI",182,"Maricopa, AZ",689,1,106,1.14,0.55,48.2,182,7.3,5.2,1.16,46.3,18.3,6.6,77.7,7.1,4.8
88,170,"ARI",182,"Maricopa, AZ",689,2,107,1.16,0.55,47.4,187,7.5,5,1.17,46.1,19.8,6.8,78.8,7.3,5.1
88,170,"ARI",182,"Maricopa, AZ",723,1,111,1.19,0.57,47.9,198,7.5,4.6,1.15,47.9,19.3,6.7,74.3,7.8,4.9
88,170,"ARI",182,"Maricopa, AZ",723,2,106,1.16,0.56,48.3,194,7.5,5,1.12,47.6,19.6,6.8,77,7.8,5.2
88,170,"ARI",182,"Maricopa, AZ",725,1,107,1.22,0.6,49.2,202,8.5,4.7,1.18,47.4,20.8,7,76.7,8,4.6
88,170,"ARI",182,"Maricopa, AZ",725,2,112,1.2,0.58,48.3,199,8.8,5.1,1.17,47.1,20.1,7,77,7.9,5
88,170,"ARI",182,"Maricopa, AZ",741,1,114,1.17,0.58,49.6,211,7,5,1.13,46.9,23.4,6.6,76.6,7.9,5.1
88,170,"ARI",182,"Maricopa, AZ",741,2,122,1.18,0.58,49.2,215,6.5,5.1,1.09,48.4,21.4,6.5,75.5,7.6,5.4
88,170,"ARI",182,"Maricopa, AZ",748,1,117,1.16,0.54,46.6,193,5.8,4.7,1.19,46.5,18.2,6.3,74.2,8.9,5.1
88,170,"ARI",182,"Maricopa, AZ",748,2,119,1.16,0.55,47.4,216,6.5,4.3,1.15,50.2,21.3,6.3,75.5,8.7,4.7
88,170,"ARI",182,"Maricopa, AZ",750,1,116,1.14,0.59,51.8,197,7.5,5.1,1.16,49.3,20.1,6.8,75.4,8.3,4.9
88,170,"ARI",182,"Maricopa, AZ",750,2,115,1.14,0.6,52.6,198,7.5,5.3,1.16,49.4,21.3,7,75.4,8.2,4.7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
