"breeder","yr","regcode","reg","loc","loccode","name","vcode","rep","mic","mat","uhm","ui","sfc","str","elo","rd","hunterb","yt","card_loss"
"85-031",17,"071","HIGH QUAL","ST'VILLE","025","TAM BB-2139","1521","1",3.72249498884593,0.847941745438578,1.5019484082618,89.201210479104,5.06577975981698,35.7808723439992,6.61695963637167,81.8949481191981,7.15094498344082,73.980086127122,8.40208789358478
"85-032",17,"071","HIGH QUAL","ST'VILLE","025","TAM BB-2139","1521","2",3.68650293472309,0.84493606107108,1.4430913697389,88.2579632658415,5.10071254799579,35.5569484584367,6.91120579025556,81.6358730740878,7.40564121633046,87.1425903946161,9.80457658259562
"85-003",17,"071","HIGH QUAL","ST'VILLE","025","PHY 764WRF*","1536","1",3.93015388256634,0.847554569797992,1.25704597133087,88.4849168803311,6.07109444362307,38.7870884690718,7.577597285565,79.0403565149902,8.36390363616834,84.8156244688474,9.23803101820633
"85-004",17,"071","HIGH QUAL","ST'VILLE","025","PHY 764WRF*","1536","2",4.09299551106234,0.850376160240649,1.23684590915139,86.9825070835119,6.29616939755777,37.849929356092,7.68120772855562,77.5882779314511,8.74338538024959,82.0683021916198,9.33512424445937
"85-005",17,"071","HIGH QUAL","ST'VILLE","025","MON 16R341B3XF","1538","1",3.45321766901791,0.828192934306071,1.37924938263279,87.861191067807,5.1132782719107,34.7069130287615,8.46018847975243,79.727148304119,6.48896543490605,94.8655156959398,8.50385776585039
"85-006",17,"071","HIGH QUAL","ST'VILLE","025","MON 16R341B3XF","1538","2",3.44224729397116,0.830698071823106,1.35244502440001,87.1521824838755,5.11884628728358,36.7930560434106,8.18727757024064,80.5412378880933,6.59878704637847,77.1847618667332,10.163217230355
"85-007",17,"071","HIGH QUAL","ST'VILLE","025","MON 16R346B3XF","1539","1",3.36748267929372,0.82490902606817,1.3165403367769,85.1323763899239,6.18535530375856,36.2092278533587,8.72582581584683,78.3688152913074,7.2295711717538,68.5182021470397,13.5144255103763
"85-008",17,"071","HIGH QUAL","ST'VILLE","025","MON 16R346B3XF","1539","2",3.63928181027617,0.831309764561985,1.32228135028635,85.8150140363338,5.5214878722559,33.5052996255905,8.58609651542296,81.9217325679774,7.25743943141179,82.8223030292819,10.0117390575214
"85-037",17,"071","HIGH QUAL","ST'VILLE","025","NM 13G1029","1540","1",4.23022810189258,0.85468297000099,1.31427811651068,87.3354128517398,5.35842163654317,35.1927610588718,7.37756492585888,81.8748597826136,7.06957860830289,69.3672681083213,15.6197514276117
"85-038",17,"071","HIGH QUAL","ST'VILLE","025","NM 13G1029","1540","2",4.51375421521407,0.863336417194202,1.27446014653634,85.4569264665403,6.54634819437262,36.5908359716271,7.20231062729868,78.603798665145,7.16841615506422,72.5887739194293,12.7809459912781
"85-039",17,"071","HIGH QUAL","ST'VILLE","025","NM 13G2019","1541","1",4.23464210212455,0.85460675529544,1.32678555342812,86.6989806518847,5.56883940594555,35.2756125906985,7.40892725936353,79.0992393044184,7.72606739705705,78.5767469103511,8.64363942712722
"85-040",17,"071","HIGH QUAL","ST'VILLE","025","NM 13G2019","1541","2",4.47878119255852,0.859921689559789,1.30741452068842,87.6389436636409,5.50104261719787,36.0883465529477,7.54218582199759,79.2813448908601,7.88219787662467,72.0739104934894,6.24472573839663
"85-017",17,"071","HIGH QUAL","ST'VILLE","025","PHY 330W3FE","1542","1",3.76437141250012,0.846842844923738,1.28009545600117,84.9876909070852,6.83974367661148,36.3318693966446,6.95443134709734,79.0349709599768,7.75676643706732,65.6562369428854,9.66716842281318
"85-018",17,"071","HIGH QUAL","ST'VILLE","025","PHY 330W3FE","1542","2",3.97913515029448,0.852146865781919,1.25275463915265,85.7218777054697,7.19243015822682,37.7784070559072,7.02535596724451,81.5722958398089,7.86988785257119,67.1625224502392,9.95965030262273
"85-020",17,"071","HIGH QUAL","ST'VILLE","025","PHY 450W3FE","1543","2",4.50483341894803,0.855062971153312,1.22456443095877,87.9961322690012,6.22545867532046,35.2087602603998,8.27975267404037,76.4815610782483,7.27665311208925,61.6976410159146,10.6916137654527
"85-019",17,"071","HIGH QUAL","ST'VILLE","025","PHY 450W3FE","1543","1",4.7242649952871,0.863873871134357,1.20414194385092,86.7412210561032,7.34832633991938,38.8604285619728,7.99506500688882,77.269557323606,7.72113223671094,73.9268994809512,9.94949494949494
"85-021",17,"071","HIGH QUAL","ST'VILLE","025","ARK 0921-58ne","1544","1",4.22467344766277,0.85128559607694,1.30679297764737,86.6696401330605,5.83255287915423,34.6476961495472,7.81477619616747,80.7896851494646,8.0380424131556,58.908241039967,8.38514535372206
"85-022",17,"071","HIGH QUAL","ST'VILLE","025","ARK 0921-58ne","1544","2",4.3292031387503,0.854060744146479,1.32265264187107,87.4452802377102,5.45420770131712,35.0083832967832,7.80062315135123,80.9918790724908,8.27608697282496,74.846037084399,7.17896865520729
"85-023",17,"071","HIGH QUAL","ST'VILLE","025","ARK 0912-41","1545","1",4.73986166292984,0.863475728730596,1.31729295003974,88.4435875390458,5.40833956229207,34.52025581404,7.84406865816805,77.8707535376713,7.83387581744837,56.9934193518576,9.02369349689127
"85-024",17,"071","HIGH QUAL","ST'VILLE","025","ARK 0912-41","1545","2",4.712522242631,0.860980772793764,1.3222010804676,87.8673715668422,5.40796320433266,33.0066727306115,8.01679641715533,78.4290803010608,7.47584431795896,54.7920989094341,9.05077262693156
"85-025",17,"071","HIGH QUAL","ST'VILLE","025","ARK 0908-52","1546","1",4.86575149725019,0.866987110892583,1.30395133422776,83.8483811422547,6.13303183852163,31.5968154734386,7.59943916135818,80.4187778643863,7.69952711296979,61.6001048710398,7.43774026408156
"85-026",17,"071","HIGH QUAL","ST'VILLE","025","ARK 0908-52","1546","2",4.56745096882985,0.860772288309116,1.31714027069817,84.9037357042092,5.64396731702679,31.6952511346125,7.46243985221194,77.3546051147948,8.22134198110369,58.773858545721,10.185497470489
"85-027",17,"071","HIGH QUAL","ST'VILLE","025","LA 11307012","1547","1",5.16900570489754,0.877334962570414,1.30848426056108,85.5957448827908,5.89742891374766,34.2551531408616,7.32498264828127,73.9757867551902,8.95964877333423,53.8089948789492,9.31479309767129
"85-028",17,"071","HIGH QUAL","ST'VILLE","025","LA 11307012","1547","2",4.90077903800485,0.870999855211022,1.31397994457617,86.6914416846745,5.54666802540469,35.32923971032,7.36905576736458,78.4639430823603,8.50235719269924,58.151911022387,6.25946491670873
"85-029",17,"071","HIGH QUAL","ST'VILLE","025","LA 11307105","1548","1",4.53114407273355,0.86061766039018,1.30918719093611,87.5258458915607,5.60561091498462,34.9892593402318,7.5576756959596,80.4167761970423,7.83497373507585,90.682941090862,8.26321104005386
"85-030",17,"071","HIGH QUAL","ST'VILLE","025","LA 11307105","1548","2",4.67882671201887,0.86571489893577,1.25465077686459,86.1437992897531,6.47710862678964,36.8460736086097,7.44969817611273,81.3774891391402,8.09560473153637,67.6563154001575,6.43167390578016
"85-033",17,"071","HIGH QUAL","ST'VILLE","025","TAM 12I-72","1549","1",4.7435679528728,0.872284802052246,1.28124011858714,86.4887325239367,6.21238468756361,38.129762440659,6.80609508850687,75.1547069590668,8.32621882821295,59.3683717046403,9.55274261603375
"85-034",17,"071","HIGH QUAL","ST'VILLE","025","TAM 12I-72","1549","2",4.46825155117083,0.864661532084775,1.29395251899245,88.0292771846433,5.53055461123731,37.511023106154,6.90865347206009,79.1206381981842,7.22766451887295,87.5257105787791,7.42416624769566
"85-035",17,"071","HIGH QUAL","ST'VILLE","025","TAM 12J-39","1550","1",4.88868876795592,0.877585382076323,1.25851462757579,88.5283228632378,6.02031352112698,43.5858049666391,6.87771997744679,75.2772386459178,8.68885740246009,69.5934739397971,7.67422334172964
"85-036",17,"071","HIGH QUAL","ST'VILLE","025","TAM 12J-39","1550","2",4.66199615333345,0.871723045557627,1.27208910842127,87.1999591307449,5.94621337646749,41.1636908542786,6.78667603252247,76.718617782574,8.5594667014526,77.5327231366383,8.60143357226205
"69-035",17,"071","HIGH QUAL","JACKSON","030","PHY 444WRF","1459","1",4.21,0.86,1.3,86,5.7,34.45,7.5,80.4,6.75,59.1865426695113,6.28140703517588
"69-036",17,"071","HIGH QUAL","JACKSON","030","PHY 444WRF","1459","2",4.58,0.87,1.27,85.2,6.9,31.65,6.9,79.2,6.85,56.9160578383642,6.78523489932887
"69-031",17,"071","HIGH QUAL","JACKSON","030","FM 2322GL","1474","1",4.38,0.87,1.26,84.6,7.1,34.8,6.4,75.55,5.45,62.5449028463363,6.85944855413584
"69-032",17,"071","HIGH QUAL","JACKSON","030","FM 2322GL","1474","2",4.26,0.86,1.24,84,7,37.45,6.3,78.4,6.65,54.6687126119229,5.52095606800201
"69-033",17,"071","HIGH QUAL","JACKSON","030","FM 2334GLT","1483","1",4.67,0.87,1.29,84.6,5.9,32.1,6.3,79.55,5.45,81.8507800453515,6.11045828437133
"69-034",17,"071","HIGH QUAL","JACKSON","030","FM 2334GLT","1483","2",4.55,0.87,1.26,84.4,6.5,34.7,6.7,80.35,5.9,67.6591790261444,1.36722173531988
"69-029",17,"071","HIGH QUAL","JACKSON","030","FM 1830GLT","1503","1",4.25,0.86,1.25,84.3,7.2,32.7,6.8,81.75,6.35,76.5954425506856,6.2205783456624
"69-030",17,"071","HIGH QUAL","JACKSON","030","FM 1830GLT","1503","2",4.58,0.87,1.27,83.9,7.5,35,7,80,5.8,59.7638806733919,6.26570614843357
"69-021",17,"071","HIGH QUAL","JACKSON","030","DP 1646B2XF*","1516","1",4.54,0.86,1.26,82.5,7.5,28.3,7.7,79.2,5.45,59.6334626688828,5.21079258010117
"69-022",17,"071","HIGH QUAL","JACKSON","030","DP 1646B2XF*","1516","2",4.9,0.87,1.25,84,7.3,31.3,7.9,75.75,6.05,52.191975311502,18.5222672064777
"69-051",17,"071","HIGH QUAL","JACKSON","030","TAM BB-2139","1521","1",4.66,0.86,1.25,84.6,6.7,32.8,8.4,76.75,5.7,58.0169165470028,7.79308028216325
"69-052",17,"071","HIGH QUAL","JACKSON","030","TAM BB-2139","1521","2",4.28,0.87,1.51,85.7,4.8,34.35,5.4,79.2,6.3,79.4610972872585,6.53198653198652
"69-023",17,"071","HIGH QUAL","JACKSON","030","PHY 764WRF*","1536","1",4.37,0.85,1.19,84.4,6.7,32.95,7.8,76.85,6,63.1026039387309,8.97822445561139
"69-024",17,"071","HIGH QUAL","JACKSON","030","PHY 764WRF*","1536","2",4.16,0.85,1.2,85.4,6.7,40.05,8.1,76.6,6.45,68.0516892546927,9.77620730270907
"69-025",17,"071","HIGH QUAL","JACKSON","030","MON 16R341B3XF","1538","1",4.24,0.85,1.35,85.2,5.3,30.55,8.2,80.25,5.45,72.0325317818923,7.07770270270271
"69-026",17,"071","HIGH QUAL","JACKSON","030","MON 16R341B3XF","1538","2",4.45,0.85,1.36,85.6,4.9,30.7,8.7,81.15,5.8,67.937274690594,6.24370594159114
"69-027",17,"071","HIGH QUAL","JACKSON","030","MON 16R346B3XF","1539","1",4.77,0.85,1.29,84.5,6.7,29,9.2,78.65,5.35,62.2246539556766,8.43697478991597
"69-028",17,"071","HIGH QUAL","JACKSON","030","MON 16R346B3XF","1539","2",4.8,0.86,1.33,86.6,5,29.1,8.7,79.05,5.75,56.3718235060157,7.40492544814876
"69-057",17,"071","HIGH QUAL","JACKSON","030","NM 13G1029","1540","1",4.53,0.86,1.26,84.5,6.8,36.3,7.6,76.8,5.45,76.1296982916157,10.357624831309
"69-058",17,"071","HIGH QUAL","JACKSON","030","NM 13G1029","1540","2",4.85,0.87,1.26,84.4,6.3,35.85,7.8,77.65,6.35,57.3659994429142,7.31218697829715
"69-059",17,"071","HIGH QUAL","JACKSON","030","NM 13G2019","1541","1",4.38,0.86,1.25,85.5,6.2,35.55,8,78.95,5.8,61.2048531505667,6.51734590771304
"69-060",17,"071","HIGH QUAL","JACKSON","030","NM 13G2019","1541","2",4.7,0.87,1.22,83.5,7.2,35.4,7.6,78.15,6.05,55.5356336738628,6.38692281766095
"69-037",17,"071","HIGH QUAL","JACKSON","030","PHY 330W3FE","1542","1",4.73,0.86,1.19,84.9,6.9,34.25,7.9,74.8,6.3,74.0211050199203,27.1064115474992
"69-038",17,"071","HIGH QUAL","JACKSON","030","PHY 330W3FE","1542","2",4.98,0.87,1.2,84.9,7.4,33.95,7.7,75.8,6.7,54.4794071138573,7.32940185341197
"69-040",17,"071","HIGH QUAL","JACKSON","030","PHY 450W3FE","1543","2",4.94,0.86,1.12,84.8,8.2,35.15,9.1,75.9,6.9,60.4153006625097,7.19557195571956
"69-039",17,"071","HIGH QUAL","JACKSON","030","PHY 450W3FE","1543","1",4.84,0.86,1.12,84.3,6.7,31.1,8.2,78,7.3,68.6856537213096,6.09222484012118
"69-041",17,"071","HIGH QUAL","JACKSON","030","ARK 0921-58ne","1544","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69-042",17,"071","HIGH QUAL","JACKSON","030","ARK 0921-58ne","1544","2",4.63,0.87,1.24,84.2,7,32.65,7.7,76.7,6.2,55.6139657904031,8.41232227488151
"69-043",17,"071","HIGH QUAL","JACKSON","030","ARK 0912-41","1545","1",5.03,0.86,1.28,86.2,5.6,30.8,8.8,78.7,6.25,57.1025563734118,9.28319623971798
"69-044",17,"071","HIGH QUAL","JACKSON","030","ARK 0912-41","1545","2",5.15,0.87,1.28,86.1,5.8,33.95,8.2,77.95,6.55,78.5296088852459,5.62174861553952
"69-045",17,"071","HIGH QUAL","JACKSON","030","ARK 0908-52","1546","1",4.55,0.86,1.28,83,7.1,29.55,7.5,76.1,5.5,59.413268083388,6.78481012658228
"69-046",17,"071","HIGH QUAL","JACKSON","030","ARK 0908-52","1546","2",5.11,0.88,1.24,84.3,6.9,31,7.8,76.75,5.4,60.3132993630573,6.15332885003362
"69-047",17,"071","HIGH QUAL","JACKSON","030","LA 11307012","1547","1",4.89,0.87,1.26,84.9,6.8,29.3,7.8,72.75,6.15,57.1158140442133,7.47319034852547
"69-048",17,"071","HIGH QUAL","JACKSON","030","LA 11307012","1547","2",5.16,0.88,1.25,84.3,6.9,30.7,8,74.8,6.9,54.3446243989145,7.7116935483871
"69-049",17,"071","HIGH QUAL","JACKSON","030","LA 11307105","1548","1",4.65,0.86,1.24,84.4,6.9,33.95,8.2,76.15,6.05,64.0844160518091,8.43781768891902
"69-050",17,"071","HIGH QUAL","JACKSON","030","LA 11307105","1548","2",4.6,0.86,1.26,85,6.8,32.95,8,78.1,6.55,56.7449573830692,6.65540540540541
"69-053",17,"071","HIGH QUAL","JACKSON","030","TAM 12I-72","1549","1",4.82,0.88,1.28,85.7,6.1,36.35,6.7,77.25,6.85,66.4808454100472,7.35967441071731
"69-054",17,"071","HIGH QUAL","JACKSON","030","TAM 12I-72","1549","2",4.76,0.87,1.21,85.7,6.4,38.6,7.3,77.65,6.25,61.6799945955684,2.80210157618214
"69-055",17,"071","HIGH QUAL","JACKSON","030","TAM 12J-39","1550","1",5.12,0.88,1.17,86.7,5.8,40.45,7.4,72.8,6.2,67.6591696304265,6.56565656565656
"69-056",17,"071","HIGH QUAL","JACKSON","030","TAM 12J-39","1550","2",4.98,0.88,1.23,85.4,6.3,39.25,7,73,6.5,66.9560725998356,10.2387357094822
"21-035",17,"071","HIGH QUAL","PORTAG","075","PHY 444WRF","1459","1",4.72,0.87,1.25,81.8,8.9,31.45,7.4,73.8,7.2,NA,NA
"21-036",17,"071","HIGH QUAL","PORTAG","075","PHY 444WRF","1459","2",4.82,0.86,1.21,86.5,6,36.2,9.1,70.05,7.05,NA,NA
"21-031",17,"071","HIGH QUAL","PORTAG","075","FM 2322GL","1474","1",4.39,0.87,1.28,85.2,6.6,36.5,6.5,73.45,6,NA,NA
"21-032",17,"071","HIGH QUAL","PORTAG","075","FM 2322GL","1474","2",4.22,0.86,1.26,86.8,6.2,39.95,7.8,68.7,7.15,NA,NA
"21-033",17,"071","HIGH QUAL","PORTAG","075","FM 2334GLT","1483","1",4.58,0.87,1.24,86.5,6,41.3,7.1,68.3,7.3,NA,NA
"21-034",17,"071","HIGH QUAL","PORTAG","075","FM 2334GLT","1483","2",4.65,0.87,1.26,85.5,6.9,35.3,7.4,72.3,6.75,NA,NA
"21-029",17,"071","HIGH QUAL","PORTAG","075","FM 1830GLT","1503","1",4.57,0.86,1.3,87.6,5.6,36.15,7.6,69.25,6.55,NA,NA
"21-030",17,"071","HIGH QUAL","PORTAG","075","FM 1830GLT","1503","2",4.59,0.87,1.24,86.5,6.9,35.1,7.1,68.05,6.85,NA,NA
"21-021",17,"071","HIGH QUAL","PORTAG","075","DP 1646B2XF*","1516","1",4.71,0.87,1.24,87.4,6.1,39.35,6.8,66.6,6.5,NA,NA
"21-022",17,"071","HIGH QUAL","PORTAG","075","DP 1646B2XF*","1516","2",4.49,0.86,1.3,85.1,6.6,32.9,8.1,73.1,6.15,NA,NA
"21-051",17,"071","HIGH QUAL","PORTAG","075","TAM BB-2139","1521","1",4.93,0.86,1.19,86,6.8,39,9.4,68.8,6.95,NA,NA
"21-052",17,"071","HIGH QUAL","PORTAG","075","TAM BB-2139","1521","2",5.03,0.88,1.29,85.6,6.2,35.45,6.2,68.45,6.75,NA,NA
"21-023",17,"071","HIGH QUAL","PORTAG","075","PHY 764WRF*","1536","1",4.25,0.86,1.22,83.8,8.3,34.05,6.5,76.8,6.4,NA,NA
"21-024",17,"071","HIGH QUAL","PORTAG","075","PHY 764WRF*","1536","2",4.08,0.86,1.31,85.5,5.9,37.4,6.9,70.75,5.95,NA,NA
"21-025",17,"071","HIGH QUAL","PORTAG","075","MON 16R341B3XF","1538","1",5,0.88,1.2,82.9,7.7,35.85,6.1,71.3,7.9,NA,NA
"21-026",17,"071","HIGH QUAL","PORTAG","075","MON 16R341B3XF","1538","2",3.88,0.86,1.47,85,4.8,37.75,6,69.8,6.15,NA,NA
"21-027",17,"071","HIGH QUAL","PORTAG","075","MON 16R346B3XF","1539","1",4.97,0.87,1.28,84.5,6.9,34.1,7.8,68.8,7.45,NA,NA
"21-028",17,"071","HIGH QUAL","PORTAG","075","MON 16R346B3XF","1539","2",5.01,0.87,1.31,85.4,5.8,32.4,7.2,68.1,7.15,NA,NA
"21-057",17,"071","HIGH QUAL","PORTAG","075","NM 13G1029","1540","1",4.28,0.85,1.32,84.7,6.2,33.25,8.4,73.1,6.2,NA,NA
"21-058",17,"071","HIGH QUAL","PORTAG","075","NM 13G1029","1540","2",3.61,0.85,1.5,86.2,4.8,37.75,5.6,70.65,6.55,NA,NA
"21-059",17,"071","HIGH QUAL","PORTAG","075","NM 13G2019","1541","1",4.76,0.87,1.29,86,6,34.8,7.5,65.5,6.5,NA,NA
"21-060",17,"071","HIGH QUAL","PORTAG","075","NM 13G2019","1541","2",4.42,0.86,1.31,85,5.9,32.15,7.8,68.75,6.25,NA,NA
"21-037",17,"071","HIGH QUAL","PORTAG","075","PHY 330W3FE","1542","1",4.06,0.85,1.31,85.2,6.4,34.7,7.4,67.25,6.2,NA,NA
"21-038",17,"071","HIGH QUAL","PORTAG","075","PHY 330W3FE","1542","2",3.98,0.84,1.35,86,5.3,32.2,8.3,70.45,6.1,NA,NA
"21-040",17,"071","HIGH QUAL","PORTAG","075","PHY 450W3FE","1543","2",3.76,0.84,1.36,85.1,5.2,34.05,8,72.15,5.4,NA,NA
"21-039",17,"071","HIGH QUAL","PORTAG","075","PHY 450W3FE","1543","1",4.48,0.86,1.27,86.4,6.5,35.45,7.2,73.3,7,NA,NA
"21-041",17,"071","HIGH QUAL","PORTAG","075","ARK 0921-58ne","1544","1",4.44,0.87,1.24,86.5,6.1,43,6.9,67,7.1,NA,NA
"21-042",17,"071","HIGH QUAL","PORTAG","075","ARK 0921-58ne","1544","2",4.62,0.86,1.3,84.9,5.7,37.6,7.5,69.1,5.85,NA,NA
"21-043",17,"071","HIGH QUAL","PORTAG","075","ARK 0912-41","1545","1",4.33,0.86,1.3,86.9,5.9,35.15,6.8,72.3,7.05,NA,NA
"21-044",17,"071","HIGH QUAL","PORTAG","075","ARK 0912-41","1545","2",4.57,0.86,1.29,85.4,6.3,33.2,7.1,72.2,6.8,NA,NA
"21-045",17,"071","HIGH QUAL","PORTAG","075","ARK 0908-52","1546","1",4.78,0.88,1.29,85.7,5.8,37.6,6.1,68.1,6.4,NA,NA
"21-046",17,"071","HIGH QUAL","PORTAG","075","ARK 0908-52","1546","2",3.82,0.84,1.34,84.9,5.7,33.7,8.4,71.2,5.5,NA,NA
"21-047",17,"071","HIGH QUAL","PORTAG","075","LA 11307012","1547","1",4.75,0.87,1.27,85.3,6.7,34.75,6.6,76.65,6.45,NA,NA
"21-048",17,"071","HIGH QUAL","PORTAG","075","LA 11307012","1547","2",4.17,0.85,1.25,85,6.8,31.55,7.8,70.55,6.45,NA,NA
"21-049",17,"071","HIGH QUAL","PORTAG","075","LA 11307105","1548","1",4.61,0.87,1.26,86,6.4,39.15,7.8,69.95,6.75,NA,NA
"21-050",17,"071","HIGH QUAL","PORTAG","075","LA 11307105","1548","2",4.01,0.86,1.3,85.7,5.9,35.5,6.6,74.95,6.25,NA,NA
"21-053",17,"071","HIGH QUAL","PORTAG","075","TAM 12I-72","1549","1",4.83,0.88,1.27,83,8,36.3,6.8,74.05,6.75,NA,NA
"21-054",17,"071","HIGH QUAL","PORTAG","075","TAM 12I-72","1549","2",4.57,0.87,1.22,85.1,7.9,35.5,7.1,69.55,6.7,NA,NA
"21-055",17,"071","HIGH QUAL","PORTAG","075","TAM 12J-39","1550","1",5.04,0.88,1.32,86.6,5.4,32.25,7,67.6,7.3,NA,NA
"21-056",17,"071","HIGH QUAL","PORTAG","075","TAM 12J-39","1550","2",4.01,0.85,1.31,83.6,6.2,35.95,7.7,71.9,6.2,NA,NA
"28-035",17,"071","HIGH QUAL","KEISER","184","PHY 444WRF","1459","1",4.40753196787254,0.855340653579789,1.28390278014057,86.9356046177923,6.44445630969297,31.6929007114999,7.68823300617313,79.8275899870414,6.89816872399496,NA,NA
"28-036",17,"071","HIGH QUAL","KEISER","184","PHY 444WRF","1459","2",4.38639308606973,0.85668235676603,1.29994661607336,87.24586945991,5.58555818421209,31.3731247722572,7.40196146941834,81.2207857811524,7.17549539690538,NA,NA
"28-031",17,"071","HIGH QUAL","KEISER","184","FM 2322GL","1474","1",4.59716357919787,0.867086937462523,1.25756036267168,86.5811475973825,6.84171100523932,33.991794143624,6.79496947423917,79.8791572172559,7.25366202017229,NA,NA
"28-032",17,"071","HIGH QUAL","KEISER","184","FM 2322GL","1474","2",4.39131176406428,0.860972320174696,1.27837274302751,85.276070198011,6.63863812035402,33.2978147349812,6.91741415472465,80.128223925646,7.68353379547854,NA,NA
"28-033",17,"071","HIGH QUAL","KEISER","184","FM 2334GLT","1483","1",4.80413873677597,0.868049381900782,1.24213648156705,86.1740012109548,6.81196155543699,32.1468088672934,7.2651685452433,81.1236563227555,6.06100384673929,NA,NA
"28-034",17,"071","HIGH QUAL","KEISER","184","FM 2334GLT","1483","2",4.75624175724258,0.865676671725525,1.28670711652706,87.9090402787882,5.64445199370264,31.1816210723067,7.38190345530622,82.2135970638992,6.70637649189665,NA,NA
"28-029",17,"071","HIGH QUAL","KEISER","184","FM 1830GLT","1503","1",4.89887605177703,0.869943184561085,1.23659570711285,86.3692644657429,6.7089848628962,32.7599027145795,7.35919596397282,82.4505821050809,6.50826019850933,NA,NA
"28-030",17,"071","HIGH QUAL","KEISER","184","FM 1830GLT","1503","2",4.84538078230855,0.868280838102153,1.31183324812058,87.7315275596175,5.52986506061678,33.0759683991371,7.4316236781066,81.9156559028013,6.22743711565963,NA,NA
"28-021",17,"071","HIGH QUAL","KEISER","184","DP 1646B2XF*","1516","1",4.79455879975261,0.857297094570982,1.2669040114668,86.3133403829077,6.63141549038865,29.5206332979168,8.62220634238708,81.7133524230001,6.47822673860719,NA,NA
"28-022",17,"071","HIGH QUAL","KEISER","184","DP 1646B2XF*","1516","2",4.83576855790092,0.859710876264741,1.25355710496442,85.614801653625,7.1095323541371,28.0979660665882,8.33176337782591,81.2750027909874,6.96083475107387,NA,NA
"28-051",17,"071","HIGH QUAL","KEISER","184","TAM BB-2139","1521","1",4.50838434840176,0.862208282936767,1.42185789372463,87.5195911581059,5.09596148119692,32.9823851840258,7.12779318413698,80.7233434745351,6.75711259477707,NA,NA
"28-052",17,"071","HIGH QUAL","KEISER","184","TAM BB-2139","1521","2",4.32495840811503,0.858745831376074,1.39782507395143,86.4537875219635,5.12786715955026,32.5840102776062,6.96404151016999,81.0051996337366,6.8828453231393,NA,NA
"28-023",17,"071","HIGH QUAL","KEISER","184","PHY 764WRF*","1536","1",4.3991025335944,0.852678048018012,1.23429876042817,86.9595598704067,6.63762179290168,34.8500016211831,8.23361237385093,78.9575581699531,7.32279436119309,NA,NA
"28-024",17,"071","HIGH QUAL","KEISER","184","PHY 764WRF*","1536","2",4.55284834919425,0.859700208760392,1.22833921925582,86.1829434117261,7.21633473539225,36.6335833133236,7.86494414232516,78.4464758601386,7.25547800203824,NA,NA
"28-025",17,"071","HIGH QUAL","KEISER","184","MON 16R341B3XF","1538","1",4.58822619355096,0.852777881443651,1.26728964898301,86.2943911579565,6.86929379702236,32.2277443709572,8.71892161791669,81.1765341101514,5.84060472413768,NA,NA
"28-026",17,"071","HIGH QUAL","KEISER","184","MON 16R341B3XF","1538","2",4.42590905370202,0.846555815390139,1.28240319233664,85.7982720033864,6.21175845454403,30.0706194860042,8.91985699300052,82.2992643021066,6.18836390720192,NA,NA
"28-027",17,"071","HIGH QUAL","KEISER","184","MON 16R346B3XF","1539","1",4.56395123257763,0.849343676797633,1.31797514724926,87.2621525458078,5.49076364306783,29.7399743118235,8.97869945135564,83.5465278482568,6.74244405201728,NA,NA
"28-028",17,"071","HIGH QUAL","KEISER","184","MON 16R346B3XF","1539","2",4.69972555987702,0.85087034671424,1.29940955325968,87.2569812604011,5.78153641620003,28.9949249632739,9.18629557593144,83.4353867184514,6.58564549869252,NA,NA
"28-057",17,"071","HIGH QUAL","KEISER","184","NM 13G1029","1540","1",4.5898763542408,0.85940227797971,1.28278362386034,86.5109240726925,6.23529829552572,33.7205827171832,7.86048695676732,78.8735731571383,6.65663636267589,NA,NA
"28-058",17,"071","HIGH QUAL","KEISER","184","NM 13G1029","1540","2",4.93383369613936,0.867216798016784,1.25987957106759,86.5144161581093,6.48129116857762,32.8167735392956,7.87718573032386,78.008607453112,6.63258118510197,NA,NA
"28-059",17,"071","HIGH QUAL","KEISER","184","NM 13G2019","1541","1",4.61131428622146,0.857682466746808,1.27883600771045,87.3240955898591,5.92709255109361,33.6045582338923,8.17590790584119,77.8525952052869,6.13589029708088,NA,NA
"28-060",17,"071","HIGH QUAL","KEISER","184","NM 13G2019","1541","2",4.77802895953434,0.861565978470739,1.25435689101295,87.0885625825313,6.35706048008394,31.1361127948537,8.04731535525207,79.5303399361062,6.8558476871929,NA,NA
"28-037",17,"071","HIGH QUAL","KEISER","184","PHY 330W3FE","1542","1",4.97922497055528,0.86893307054597,1.19047628777945,85.6591031844487,7.53612881263313,30.5401722805637,7.6501263833549,79.0028009561841,7.03787318749979,NA,NA
"28-038",17,"071","HIGH QUAL","KEISER","184","PHY 330W3FE","1542","2",5.00948241059221,0.872057314815912,1.17166063147707,86.0293793000606,7.50106074303814,31.1247750393984,7.34066076953066,79.3389171231068,7.82666062490678,NA,NA
"28-040",17,"071","HIGH QUAL","KEISER","184","PHY 450W3FE","1543","2",5.45633642688268,0.876809714122016,1.13306219134442,86.9717593817992,7.09317441306122,32.3183563659665,8.28372962898783,76.3952027298782,7.35859764168967,NA,NA
