"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","waste","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
28,11,15,40,"DEL",184,"Keiser, AR",1465,"NG 1511B2RF",2,4.5,0.85,1.147,84.2,6.5,32.8,8.6,80.4,8.1,90,"6.31",75,2,0.93,12,1,3.8,1.22,198,2.1,1.05
28,12,15,40,"DEL",184,"Keiser, AR",1465,"NG 1511B2RF",4,4.67,0.86,1.201,85.7,6.5,35.3,8.6,80.8,7.8,107,"6.03",75,4,0.99,10,1.1,3.1,1.27,202,1.7,1.06
28,15,15,40,"DEL",184,"Keiser, AR",1468,"ST 4948GLB2",2,4.06,0.85,1.192,85,7.1,35.9,8.1,80.6,7.9,96.33,"6.95",164,2,0.89,16,1,5.6,1.22,189,2.5,1.03
28,16,15,40,"DEL",184,"Keiser, AR",1468,"ST 4948GLB3",4,4.23,0.85,1.202,84.5,7.2,35.1,8.1,80.8,7.8,76.76,"5.82",104,5,0.93,14,1,4.3,1.24,198,2.1,1.05
28,13,15,40,"DEL",184,"Keiser, AR",1469,"PHY 339WRF",2,4.4,0.86,1.234,85.4,7.2,36.6,7.7,81.2,7.8,72.19,"5.93",94,7,1.01,11,1.1,3.4,1.33,188,2,1.05
28,14,15,40,"DEL",184,"Keiser, AR",1469,"PHY 339WRF",4,4.28,0.85,1.221,86.5,6.6,33.9,8,80.6,7.5,69.04,"6.59",53,3,1,10,1.1,3.1,1.29,191,1.8,1.06
28,17,15,40,"DEL",184,"Keiser, AR",1477,"ST 5289GLT",2,4.69,0.87,1.21,84.6,7.1,32.7,6.6,81.5,7.2,86.34,"7.76",92,6,0.95,14,1,4.3,1.27,198,2.3,1.06
28,18,15,40,"DEL",184,"Keiser, AR",1477,"ST 5289GLT",4,4.99,0.88,1.204,84.4,6.6,32.5,6.8,81.3,7.2,76.2,"6.91",82,7,0.99,11,1.1,3.2,1.29,212,1.5,1.09
60,49,15,52,"WES",9,"Pecos, TX(irri)",1361,"PHY 755WRF",1,4.5,0.86,1.212,83.4,7.7,38.9,7.5,78,8.6,84.5,"8.26",118,2,0.96,13,1.1,4.1,1.29,184,2.7,1.01
60,50,15,52,"WES",9,"Pecos, TX(irri)",1361,"PHY 755WRF",2,4.45,0.86,1.176,83.4,7.3,35.9,7.4,77.5,8.5,83.44,"6.55",138,5,0.93,14,1,4.5,1.26,182,2.6,1.01
60,41,15,52,"WES",9,"Pecos, TX(irri)",1404,"PHY 499wrf",1,4.98,0.87,1.16,85.1,7.3,34.1,8.2,78.6,8.2,70.58,"6.51",114,8,0.91,14,1,4.5,1.21,200,3,1
60,42,15,52,"WES",9,"Pecos, TX(irri)",1404,"PHY 499wrf",2,4.95,0.86,1.106,83.9,7.2,34.8,8.6,78.2,8,104.8,"6.12",115,5,0.88,16,1,5.2,1.17,200,3.3,1
60,37,15,52,"WES",9,"Pecos, TX(irri)",1412,"DP 0912B2RF",1,5.08,0.87,1.097,81.2,9.5,30.1,7.7,78.5,7.9,80.05,"7.54",144,8,0.89,14,1,4.7,1.18,192,2.9,0.99
60,38,15,52,"WES",9,"Pecos, TX(irri)",1412,"DP 0912B2RF",2,5.25,0.88,1.066,81.3,9.4,30.3,7.1,79,7.8,90.01,"7.23",124,4,0.86,14,0.9,4.9,1.14,199,2.7,1.01
60,43,15,52,"WES",9,"Pecos, TX(irri)",1426,"PHY 725RF",1,4.52,0.86,1.173,83.5,7.4,35.4,7.4,77.8,8.4,78.89,"8.98",150,6,0.9,14,1,4.8,1.22,185,2.9,1.01
60,44,15,52,"WES",9,"Pecos, TX(irri)",1426,"PHY 725RF",2,4.35,0.85,1.132,82.1,8.9,34.7,7.9,77.8,8.7,81.72,"7.8",148,4,0.88,16,1,5.4,1.21,180,3.5,0.99
60,39,15,52,"WES",9,"Pecos, TX(irri)",1441,"FM 2484B2F",1,4.71,0.87,1.193,83.2,7.7,33.8,6.5,77.9,6.9,80.13,"7.42",166,4,0.94,14,1,4.2,1.28,184,2.4,1.02
60,40,15,52,"WES",9,"Pecos, TX(irri)",1441,"FM 2484B2F",2,4.66,0.87,1.168,83.1,7.8,34.7,6.5,81.3,7.5,81.07,"7.43",148,10,0.91,15,1,4.7,1.25,180,3,1
60,45,15,52,"WES",9,"Pecos, TX(irri)",1473,"DP 1359B2RF",1,4.46,0.86,1.143,81.9,9.4,34.6,7.4,81.3,7.9,101.2,"6.18",211,7,0.84,21,1,7.6,1.21,184,4.2,0.98
60,46,15,52,"WES",9,"Pecos, TX(irri)",1473,"DP 1359B2RF",2,4.75,0.87,1.148,81.5,9.7,33.7,7.1,79.4,7.7,71.47,"7.06",142,2,0.83,22,1,7.8,1.21,187,4,0.99
60,47,15,52,"WES",9,"Pecos, TX(irri)",1474,"FM 2322GL",1,4.77,0.88,1.128,82.2,8.8,32.6,5.9,78.6,7.3,98.32,"6.48",152,11,0.87,17,1,5.8,1.2,178,2.8,1.01
60,48,15,52,"WES",9,"Pecos, TX(irri)",1474,"FM 2322GL",2,4.75,0.88,1.131,81.5,9.4,33.2,5.6,79.2,7.9,98.46,"8.06",185,12,0.84,18,1,6.5,1.18,174,3.1,1.01
63,13,15,52,"WES",155,"Las Cruces, NM",1361,"PHY 755WRF",1,4.39,0.85,1.243,84.8,6.8,35.5,8.3,77.6,8.4,76.68,"6.97",82,3,0.96,13,1.1,4.1,1.29,193,2,1.07
63,14,15,52,"WES",155,"Las Cruces, NM",1361,"PHY 755WRF",2,4.36,0.85,1.292,86,5.6,34.4,8.2,76.2,6.6,85.03,"10.74",112,6,1,11,1.1,3.5,1.34,193,1.8,1.07
63,5,15,52,"WES",155,"Las Cruces, NM",1404,"PHY 499wrf",1,5.09,0.86,1.145,84.7,7.5,31.9,8.8,77.8,6.8,63.62,"7.39",98,4,0.88,16,1,5.2,1.17,202,2.3,1.05
63,6,15,52,"WES",155,"Las Cruces, NM",1404,"PHY 499wrf",2,4.55,0.85,1.144,85,7.2,31.8,8.3,74.4,6.6,71.96,"9.83",117,20,0.9,15,1,4.8,1.2,206,1.7,1.06
63,1,15,52,"WES",155,"Las Cruces, NM",1412,"DP 0912B2RF",1,5.09,0.87,1.128,84.5,7.4,32.1,8,74.4,6.9,65.54,"9.49",87,6,0.89,13,1,4.1,1.16,219,1.6,1.08
63,2,15,52,"WES",155,"Las Cruces, NM",1412,"DP 0912B2RF",2,5.03,0.87,1.147,85,7.1,29.1,7.4,75.1,6.6,63.56,"15.97",80,3,0.9,12,1,4,1.16,210,1.8,1.06
63,7,15,52,"WES",155,"Las Cruces, NM",1426,"PHY 725RF",1,4.44,0.85,1.193,83.5,7.1,35.3,8.8,78.1,7.4,68.82,"7.19",94,3,0.92,13,1,4.3,1.23,190,2.3,1.05
63,8,15,52,"WES",155,"Las Cruces, NM",1426,"PHY 725RF",2,4.42,0.85,1.241,85.1,6.6,36.5,8.6,76.4,6.9,83.37,"14.62",108,6,0.98,10,1.1,3.1,1.27,191,1.9,1.07
63,3,15,52,"WES",155,"Las Cruces, NM",1441,"FM 2484B2F",1,4.39,0.86,1.241,85.7,7,32.9,6.8,79.9,5.6,91.84,"10.23",113,7,0.92,16,1,5,1.28,187,2.4,1.05
63,4,15,52,"WES",155,"Las Cruces, NM",1441,"FM 2484B2F",2,4.31,0.86,1.216,84.2,7.4,31.8,6.5,82.2,5.8,78.84,"8.1",151,6,0.92,18,1,5.5,1.29,188,2.7,1.05
63,9,15,52,"WES",155,"Las Cruces, NM",1473,"DP 1359B2RF",1,4.14,0.85,1.237,85,7.5,34.9,8.1,78.5,7.7,84.39,"9.01",160,6,0.89,19,1,6.2,1.28,185,2.9,1.03
63,10,15,52,"WES",155,"Las Cruces, NM",1473,"DP 1359B2RF",2,4.42,0.86,1.218,84.2,8.1,33,7.6,77.8,7.4,78.46,"16.43",111,6,0.88,20,1,6.5,1.26,193,2.8,1.04
63,11,15,52,"WES",155,"Las Cruces, NM",1474,"FM 2322GL",1,4.33,0.86,1.225,84.8,6.9,33.4,6.4,78.3,6.5,101.2,"7.41",106,10,0.95,13,1.1,4,1.28,181,2,1.06
63,12,15,52,"WES",155,"Las Cruces, NM",1474,"FM 2322GL",2,4.42,0.87,1.195,84.8,7,33.2,6.4,76.7,6.4,83.53,"11.31",112,11,0.94,13,1,4.2,1.27,180,2,1.06
36,1,15,60,"PIM",58,"Corcoran, CA",1432,"PHY 805RF",1,3.96,0.85,1.432,88.5,4.6,44.9,7.1,68.3,10.7,84.49,"8.43",136,4,1.07,14,1.2,3.7,1.51,163,2.1,1.05
36,2,15,60,"PIM",58,"Corcoran, CA",1432,"PHY 805RF",2,3.97,0.86,1.437,87.5,4.7,46.6,7.1,68.8,11.1,90.11,"8.6",206,4,1.06,13,1.2,3.5,1.47,169,1.9,1.06
36,5,15,60,"PIM",58,"Corcoran, CA",1471,"DP 358RF",1,4.02,0.85,1.436,87.8,4.7,43.8,7.1,67.5,10.4,92.2,"10.58",200,8,1.03,17,1.2,4.5,1.49,154,3.1,1.01
36,6,15,60,"PIM",58,"Corcoran, CA",1471,"DP 358RF",2,3.9,0.85,1.448,89.1,4.6,43.3,7.5,68.8,10.2,78.75,"9.51",170,6,1.09,13,1.2,3.3,1.53,155,2.4,1.03
36,3,15,60,"PIM",58,"Corcoran, CA",1472,"PHY 811RF",1,3.98,0.85,1.438,88.3,4.6,44,7.1,66.7,10.5,88.13,"9.51",140,7,1.09,13,1.2,3.3,1.52,161,2.1,1.05
36,4,15,60,"PIM",58,"Corcoran, CA",1472,"PHY 811RF",2,3.99,0.85,1.41,86.3,4.7,41.2,7,66.7,10.9,87.04,"9.6300000000000008",248,12,1.07,14,1.2,3.8,1.52,156,2.8,1.02
36,7,15,60,"PIM",58,"Corcoran, CA",1513,"DP 348RF",1,3.78,0.85,1.401,86.2,4.7,42.5,6.9,64.7,10.8,93.97,"13.86",206,13,1.08,12,1.2,3.3,1.5,154,2.3,1.03
36,8,15,60,"PIM",58,"Corcoran, CA",1513,"DP 348RF",2,3.84,0.85,1.413,87.3,4.7,42.4,7.6,68.5,11,83.78,"8.8800000000000008",168,6,1.12,11,1.2,2.6,1.51,166,1.7,1.06
63,15,15,60,"PIM",155,"Las Cruces, NM",1432,"PHY 805RF",1,3.6,0.85,1.424,87.1,4.9,48.9,6.8,72.2,10.2,118.2,"10.67",182,8,0.72,8,0.8,2.1,0.99,106,1.5,0.71
63,16,15,60,"PIM",155,"Las Cruces, NM",1432,"PHY 805RF",2,3.87,0.86,1.409,87.4,4.9,50,6.9,70.8,10.5,137.3,"8.1300000000000008",178,5,1.07,12,1.2,3,1.47,162,2.3,1.05
63,19,15,60,"PIM",155,"Las Cruces, NM",1471,"DP 358RF",1,3.45,0.84,1.448,87.9,4.9,44.1,6.8,71.1,10.7,95.25,"8.9",201,6,1.11,11,1.2,2.7,1.51,161,2.1,1.06
63,20,15,60,"PIM",155,"Las Cruces, NM",1471,"DP 358RF",2,3.5,0.84,1.425,88.4,4.9,49,7.3,71.3,10.3,96.45,"19.62",226,10,1.07,12,1.2,3.2,1.5,156,2.6,1.05
63,17,15,60,"PIM",155,"Las Cruces, NM",1472,"PHY 811RF",1,3.73,0.85,1.394,87.6,4.9,49.7,7.3,71.4,10.2,103.7,"7.46",162,2,1.07,12,1.2,3.1,1.46,164,2.2,1.06
63,18,15,60,"PIM",155,"Las Cruces, NM",1472,"PHY 811RF",2,3.62,0.85,1.437,88.3,4.9,47.7,7.2,68.9,10,113.1,"8.66",150,8,1.1,12,1.2,3.1,1.53,159,2.7,1.05
63,21,15,60,"PIM",155,"Las Cruces, NM",1513,"DP 348RF",1,3.69,0.85,1.41,87.9,4.9,49,7.2,72.4,10.7,100,"8.6199999999999992",154,6,1.08,12,1.2,3.1,1.48,165,2.1,1.06
63,22,15,60,"PIM",155,"Las Cruces, NM",1513,"DP 348RF",2,3.91,0.86,1.42,88.6,4.9,47.6,6.8,71.8,10.2,98.32,"7.99",148,0,1.1,11,1.2,2.8,1.49,166,2,1.07
60,53,15,71,"RHQ",12,"Lubbock, TX",1426,"PHY 725RF",1,4.39,0.85,1.174,82.5,7.8,32.9,8.5,77.6,8.6,75.06,"4.3600000000000003",165,9,0.88,17,1,5.9,1.24,176,4.5,0.95
60,54,15,71,"RHQ",12,"Lubbock, TX",1426,"PHY 725RF",2,4.54,0.86,1.191,82,7.9,34.6,8.2,78,8.6,73.64,"4.32",170,4,0.9,16,1,5.4,1.25,182,3.5,0.98
60,51,15,71,"RHQ",12,"Lubbock, TX",1441,"FM 2484B2F",1,3.96,0.85,1.174,81.4,9.2,31.7,7.2,81.7,7.1,79.47,"6.24",262,3,0.85,22,1,7.7,1.26,165,5.6,0.94
60,52,15,71,"RHQ",12,"Lubbock, TX",1441,"FM 2484B2F",2,4.03,0.85,1.243,83.2,7.6,32.4,6.7,81.6,7.6,79.38,"5.62",284,7,0.9,19,1,6.2,1.31,166,4.9,0.96
60,83,15,71,"RHQ",12,"Lubbock, TX",1443,"MD 10-5",1,4.64,0.86,1.165,84.1,8,33.4,7.4,76.7,8,76.84,"5.75",166,7,0.88,17,1,5.8,1.21,185,4.1,0.98
60,84,15,71,"RHQ",12,"Lubbock, TX",1443,"MD 10-5",2,4.28,0.86,1.231,85.8,6.9,36.8,7,79.5,7.8,76.4,"5.6",164,6,0.95,14,1.1,4.2,1.28,181,3.7,0.98
60,61,15,71,"RHQ",12,"Lubbock, TX",1457,"DP 1321B2RF",1,4.73,0.85,1.177,84.1,7.4,32.5,10.1,79.3,8,68.61,"5.26",160,2,0.87,18,1,6.3,1.22,190,4.8,0.95
60,62,15,71,"RHQ",12,"Lubbock, TX",1457,"DP 1321B2RF",2,4.47,0.85,1.195,83.8,8.2,32.6,8.6,79.6,8.1,78.88,"4.74",263,9,0.84,21,1,7.6,1.22,178,5.3,0.95
60,67,15,71,"RHQ",12,"Lubbock, TX",1459,"PHY 444WRF",1,3.9,0.84,1.236,82.3,8.5,32.9,8.4,80.5,8.2,75.03,"5.67",294,4,0.87,21,1,7.3,1.29,168,6.2,0.92
60,68,15,71,"RHQ",12,"Lubbock, TX",1459,"PHY 444WRF",2,4.1,0.85,1.272,85.4,7.6,32.5,7.4,81,8.1,71.97,"5.15",246,6,0.91,19,1.1,6.2,1.33,174,5.4,0.94
60,77,15,71,"RHQ",12,"Lubbock, TX",1461,"ST 6448GLB2",1,4.23,0.86,1.201,83.2,8.9,30,6.9,81,8,81.39,"5.51",271,4,0.85,22,1,7.5,1.25,175,5.5,0.94
60,78,15,71,"RHQ",12,"Lubbock, TX",1461,"ST 6448GLB2",2,4.32,0.86,1.265,83.1,8.1,30.7,6.8,79.8,8,84.36,"4.58",210,6,0.9,19,1,6.4,1.32,177,5,0.95
60,73,15,71,"RHQ",12,"Lubbock, TX",1474,"FM 2322GL",1,4.7,0.87,1.122,82.9,9,30.3,7.1,77.8,8,94.81,"6.24",210,7,0.8,22,0.9,8.3,1.16,172,5,0.96
60,74,15,71,"RHQ",12,"Lubbock, TX",1474,"FM 2322GL",2,4.6,0.87,1.223,83.2,7.8,33.8,6.5,79.3,7.7,77.98,"5.17",168,9,0.87,20,1,6.7,1.25,171,4.5,0.97
60,63,15,71,"RHQ",12,"Lubbock, TX",1482,"DP 1410B2RF",1,3.99,0.85,1.23,82.6,8.2,34,7.4,80.4,7.8,91.23,"7.51",240,7,0.83,24,1,8.4,1.26,165,6,0.94
60,64,15,71,"RHQ",12,"Lubbock, TX",1482,"DP 1410B2RF",2,4.18,0.85,1.223,82.8,8.6,33.6,7.4,79.5,8,69.28,"6.22",265,6,0.86,21,1,7.3,1.28,168,5.4,0.95
60,75,15,71,"RHQ",12,"Lubbock, TX",1483,"FM 2334GLT",1,4.62,0.86,1.288,84.1,6.9,32.2,7.3,80.6,7.8,80.8,"4.82",143,3,0.95,16,1.1,4.8,1.34,178,4.1,0.98
60,76,15,71,"RHQ",12,"Lubbock, TX",1483,"FM 2334GLT",2,4.55,0.86,1.248,85.7,7.3,32.3,7,81.8,7.6,84.31,"4.87",151,6,0.94,15,1.1,4.8,1.32,179,3.6,0.99
60,55,15,71,"RHQ",12,"Lubbock, TX",1498,"Ark 0606-50",1,4.92,0.86,1.129,82.4,9.8,29.5,8.3,79.1,8,60.76,"3.92",226,3,0.81,23,0.9,8.1,1.18,187,4.6,0.96
60,56,15,71,"RHQ",12,"Lubbock, TX",1498,"Ark 0606-50",2,4.75,0.87,1.252,83.1,8.2,32.7,7.4,81,7.4,68.14,"4.6500000000000004",165,10,0.95,16,1.1,4.9,1.35,184,3.8,0.99
60,57,15,71,"RHQ",12,"Lubbock, TX",1499,"Ark 0701-4",1,4.59,0.86,1.203,85.5,7.4,32.5,7.6,78.7,7.7,79.47,"4.28",166,2,0.86,19,1,6.6,1.24,182,4.3,0.98
60,58,15,71,"RHQ",12,"Lubbock, TX",1499,"Ark 0701-4",2,4.82,0.87,1.203,84.4,7.8,31.8,7.4,79.8,8.1,81.08,"4.5199999999999996",137,4,0.9,16,1,5.2,1.25,188,3.4,0.99
60,59,15,71,"RHQ",12,"Lubbock, TX",1500,"Ark 0703-10",1,4.77,0.87,1.185,84,8.1,31.5,7.5,78,8.2,70.12,"3.92",166,4,0.86,18,1,6.3,1.21,187,4,0.98
60,60,15,71,"RHQ",12,"Lubbock, TX",1500,"Ark 0703-10",2,4.94,0.87,1.227,85,7.4,34.4,7.7,80.1,8.3,78.54,"5.64",141,2,0.91,17,1,5.6,1.28,187,3.6,1
60,65,15,71,"RHQ",12,"Lubbock, TX",1501,"DP 1555B2RF",1,4.47,0.85,1.156,82.3,9.5,30.7,8.5,80.3,7.8,74.64,"5.44",200,7,0.79,24,0.9,9.2,1.17,178,5.6,0.94
60,66,15,71,"RHQ",12,"Lubbock, TX",1501,"DP 1555B2RF",2,4.67,0.86,1.194,82.8,8.8,32,8.4,81.1,8.2,66.53,"4.7",208,2,0.86,20,1,7.2,1.24,182,4.6,0.96
60,69,15,71,"RHQ",12,"Lubbock, TX",1502,"PHY 552WRF",1,4.12,0.85,1.174,83.2,9.5,32.8,8.2,78.8,7.2,89.14,"7.02",248,6,0.84,23,1,7.7,1.24,171,5.9,0.93
60,70,15,71,"RHQ",12,"Lubbock, TX",1502,"PHY 552WRF",2,4.13,0.85,1.183,83.4,9.6,32.9,8.1,80,7.6,68.42,"6.69",246,8,0.87,19,1,6.2,1.23,172,5.5,0.94
60,71,15,71,"RHQ",12,"Lubbock, TX",1503,"FM 1830GLT",1,4.74,0.87,1.261,84,7.1,33.2,7.3,81.7,7.6,78.22,"5.84",155,6,0.91,18,1,5.8,1.31,180,4.4,0.97
60,72,15,71,"RHQ",12,"Lubbock, TX",1503,"FM 1830GLT",2,4.53,0.86,1.292,84,6.9,33.9,7,81.3,7.3,77.36,"4.51",132,5,0.98,15,1.1,4.5,1.38,177,3.8,0.98
60,79,15,71,"RHQ",12,"Lubbock, TX",1504,"LA 11309134",1,4.29,0.85,1.255,83.4,7.9,33.6,8.3,78.2,8.3,81.33,"5.96",228,4,0.9,19,1,6.4,1.31,177,4.8,0.96
60,80,15,71,"RHQ",12,"Lubbock, TX",1504,"LA 11309134",2,4.12,0.85,1.298,86.4,6.1,35.3,7.9,78.5,8.2,84.01,"6.52",192,8,0.94,17,1.1,5.5,1.34,177,5.1,0.95
60,81,15,71,"RHQ",12,"Lubbock, TX",1505,"NM 13P1088",1,4.22,0.85,1.206,84,7.2,34.8,8.5,76.7,7.7,79.65,"6.11",219,8,0.87,18,1,6.2,1.24,169,5.2,0.94
60,82,15,71,"RHQ",12,"Lubbock, TX",1505,"NM 13P1088",2,4.3,0.85,1.23,84.3,7.2,34.6,7.9,79.5,8.1,81.85,"6.77",200,3,0.91,16,1,5.3,1.27,173,4.1,0.97
60,85,15,71,"RHQ",12,"Lubbock, TX",1506,"MD 87",1,4.12,0.85,1.181,83.4,7.9,31.9,7.9,78.9,7.7,76.17,"5.23",261,7,0.86,19,1,6.6,1.22,169,5.5,0.94
60,86,15,71,"RHQ",12,"Lubbock, TX",1506,"MD 87",2,4.36,0.86,1.207,83.9,8.1,33.5,7.5,80.7,7.8,83.53,"4.87",189,5,0.87,17,1,5.8,1.22,177,4.4,0.96
26,75,15,71,"RHQ",19,"College Station, TX",1426,"PHY 725RF",1,4.77,0.87,1.196,83.8,7.2,36.2,7.4,77.1,8.3,83.81,"7.61",134,2,0.91,15,1,4.8,1.24,186,2,1.05
26,76,15,71,"RHQ",19,"College Station, TX",1426,"PHY 725RF",2,4.26,0.86,1.172,83.6,7.3,37.1,7,76.7,8.5,84.86,".",113,6,0.92,15,1,4.9,1.26,178,2.2,1.04
26,73,15,71,"RHQ",19,"College Station, TX",1441,"FM 2484B2F",1,4.58,0.87,1.165,81.6,8.4,34.1,6.3,80.6,7.2,97.38,"9.01",63,2,0.92,15,1,4.8,1.27,194,1.8,1.07
26,74,15,71,"RHQ",19,"College Station, TX",1441,"FM 2484B2F",2,4.62,0.87,1.167,82.7,7,33.2,6,79.5,7,92.9,"8.33",66,3,0.93,14,1,4.4,1.26,192,1.9,1.07
26,105,15,71,"RHQ",19,"College Station, TX",1443,"MD 10-5",1,4.92,0.88,1.173,83.9,7.4,33.3,6.6,76.3,7.5,80.6,"8.43",169,3,0.79,22,0.9,8.5,1.12,203,2.1,1.08
26,106,15,71,"RHQ",19,"College Station, TX",1443,"MD 10-5",2,4.92,0.88,1.163,84.8,6.1,32.5,6.5,80.1,7.5,100.7,"5.66",58,4,0.91,13,1,4.1,1.21,211,1.2,1.11
26,99,15,71,"RHQ",19,"College Station, TX",1461,"ST 6448GLB2",1,5.24,0.89,1.176,83.5,7.6,30.6,5.9,81.1,7.4,68.49,"7.41",94,2,0.95,15,1.1,4.5,1.3,207,1.8,1.07
26,100,15,71,"RHQ",19,"College Station, TX",1461,"ST 6448GLB2",2,5.05,0.88,1.145,82.7,8.2,27.4,5.5,80.9,7.8,72.73,"5.76",85,4,0.89,18,1,5.9,1.24,203,2.3,1.05
26,95,15,71,"RHQ",19,"College Station, TX",1474,"FM 2322GL",1,4.89,0.88,1.189,84.7,7.6,35.2,5.8,76.5,8.2,78.87,"12.92",80,1,0.94,13,1,4.2,1.25,189,1.6,1.08
26,96,15,71,"RHQ",19,"College Station, TX",1474,"FM 2322GL",2,4.78,0.88,1.196,83.9,7.1,34.1,5.7,77.2,7.8,95.38,"7.46",84,4,0.91,14,1,4.8,1.23,184,2,1.07
26,97,15,71,"RHQ",19,"College Station, TX",1483,"FM 2334GLT",1,5.08,0.89,1.19,84.9,7.2,33.9,5.7,80.4,7.4,89.74,"6.83",128,4,0.89,17,1,5.7,1.23,195,2.3,1.07
26,98,15,71,"RHQ",19,"College Station, TX",1483,"FM 2334GLT",2,4.87,0.88,1.142,82.5,8,30.8,5.9,75,6.5,72.18,"9.18",88,3,0.88,17,1,5.8,1.22,189,2.1,1.06
26,77,15,71,"RHQ",19,"College Station, TX",1498,"Ark 0606-50",1,4.94,0.87,1.177,84.3,7.1,31.5,7,78.4,7,83.64,"6.8",83,1,0.9,15,1,5,1.23,182,3,1.02
26,78,15,71,"RHQ",19,"College Station, TX",1498,"Ark 0606-50",2,5.04,0.88,1.169,83.8,7.5,30.2,6.7,78.9,7.5,82.43,"4.6100000000000003",122,2,0.86,19,1,6.5,1.21,189,2.8,1.03
26,79,15,71,"RHQ",19,"College Station, TX",1499,"Ark 0701-4",1,4.79,0.87,1.158,84,7.5,32.7,6.6,79.4,7.2,81.87,"7.05",84,2,0.94,14,1,4.1,1.26,195,1.8,1.07
26,80,15,71,"RHQ",19,"College Station, TX",1499,"Ark 0701-4",2,4.81,0.87,1.181,85.2,6.8,32.8,6.4,78.2,7.2,80,"6.45",85,6,0.94,13,1,4,1.23,195,1.9,1.08
26,81,15,71,"RHQ",19,"College Station, TX",1500,"Ark 0703-10",1,4.77,0.88,1.218,86.4,6.3,34.6,6.1,80,7.3,87.85,"5.64",66,1,0.96,13,1.1,4,1.28,202,1.5,1.09
26,82,15,71,"RHQ",19,"College Station, TX",1500,"Ark 0703-10",2,4.95,0.88,1.212,85.1,6.5,34.7,5.9,79.3,7.4,83.49,"6.26",76,3,0.93,14,1,4.3,1.25,202,1.5,1.08
26,87,15,71,"RHQ",19,"College Station, TX",1501,"DP 1555B2RF",1,5,0.87,1.156,85,7.1,33.7,7.1,80.1,8.1,82.41,"6.15",62,0,0.91,14,1,4.5,1.21,201,1.6,1.07
26,88,15,71,"RHQ",19,"College Station, TX",1501,"DP 1555B2RF",2,5.01,0.87,1.162,83.7,7.6,33.7,7.2,80.6,8.5,81.25,"4.8499999999999996",66,3,0.88,17,1,5.7,1.21,196,2.3,1.06
26,91,15,71,"RHQ",19,"College Station, TX",1502,"PHY 552WRF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,92,15,71,"RHQ",19,"College Station, TX",1502,"PHY 552WRF",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,93,15,71,"RHQ",19,"College Station, TX",1503,"FM 1830GLT",1,5.04,0.89,1.208,84.6,6.5,35.1,5.8,81.5,7.3,79.46,"7.02",77,6,0.91,17,1,5.5,1.27,194,2.3,1.06
26,94,15,71,"RHQ",19,"College Station, TX",1503,"FM 1830GLT",2,4.97,0.88,1.171,84.2,8.7,34.5,5.6,77.6,6.6,78.31,"8.08",66,5,0.96,12,1,3.7,1.26,195,1.6,1.08
26,101,15,71,"RHQ",19,"College Station, TX",1504,"LA 11309134",1,4.97,0.87,1.236,85.9,5.8,36.8,7.2,76.5,8,96.79,"8.6300000000000008",73,8,1,10,1.1,3,1.29,204,1.5,1.08
26,102,15,71,"RHQ",19,"College Station, TX",1504,"LA 11309134",2,4.83,0.87,1.215,85.7,6.5,35.9,7,76.6,8.1,92.47,"8.4600000000000009",155,10,0.91,18,1,5.7,1.27,197,2.3,1.05
26,103,15,71,"RHQ",19,"College Station, TX",1505,"NM 13P1088",1,4.55,0.87,1.184,85.2,6.5,35.1,6.7,75.3,7.2,67.97,"11.06",130,12,0.88,18,1,5.9,1.22,186,2.5,1.05
26,104,15,71,"RHQ",19,"College Station, TX",1505,"NM 13P1088",2,4.42,0.87,1.152,84.9,6.7,35.9,6.5,79.4,7,101.9,"7.02",114,4,0.85,19,1,6.8,1.2,186,2.3,1.07
26,107,15,71,"RHQ",19,"College Station, TX",1506,"MD 87",1,4.81,0.88,1.139,84.2,6.6,35.3,6.1,76.5,7.4,100.3,"9.3000000000000007",78,4,0.92,11,1,3.5,1.19,213,1.2,1.11
26,108,15,71,"RHQ",19,"College Station, TX",1506,"MD 87",2,4.61,0.87,1.175,86.5,6,37,6.2,79.8,8.2,93.03,"5.42",58,4,0.94,11,1,3.5,1.21,206,1.4,1.09
80,23,15,71,"RHQ",24,"Saint Joseph, LA",1426,"PHY 725RF",1,4.99,0.88,1.243,85,6.6,33.4,6.6,59.6,7.4,69.19,"13.4",64,9,0.98,13,1.1,3.9,1.32,202,1.6,1.08
80,24,15,71,"RHQ",24,"Saint Joseph, LA",1426,"PHY 725RF",2,4.65,0.87,1.269,84.4,7.1,33.2,6.1,62.6,7.4,82.08,"13.46",117,5,0.99,15,1.1,4.2,1.36,189,2.1,1.06
80,21,15,71,"RHQ",24,"Saint Joseph, LA",1441,"FM 2484B2F",1,5.23,0.88,1.208,85.7,6.1,34.9,7.1,56.8,7,75.78,"13.22",60,4,0.96,12,1,3.5,1.26,204,1.7,1.07
