"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","elg_star","ui_spin","str_spin","rd_spin","b_spin","mic_spin"
89,80,"San Joaquin",132,"W Side Field Station, CA",772,2,"154",1.17,0.56,48.1,"237",7,4.1,5.7,83.2,29.9,80.8,8.1,4.1
89,80,"San Joaquin",132,"W Side Field Station, CA",773,1,"144",1.15,0.56,48.7,"260",8,4.4,6.1,83.9,29.8,80.5,7.9,4.4
89,80,"San Joaquin",132,"W Side Field Station, CA",773,2,"148",1.17,0.61,51.7,"272",8.5,4.2,6.3,84.2,31.6,79.4,7.9,4.3
89,80,"San Joaquin",132,"W Side Field Station, CA",775,1,"155",1.16,0.58,49.6,"256",6.8,4.3,6,83.3,33,79.7,8.1,4
89,80,"San Joaquin",132,"W Side Field Station, CA",775,2,"144",1.17,0.59,50.7,"238",7.5,4.3,5.8,83.8,30.8,80.2,8.2,4.2
89,80,"San Joaquin",132,"W Side Field Station, CA",776,1,"150",1.17,0.59,50.3,"234",7.8,4.4,6.1,83.2,29.8,79.5,8.2,4.4
89,80,"San Joaquin",132,"W Side Field Station, CA",776,2,"149",1.18,0.59,49.8,"239",7.5,4.3,6,84.4,30.6,77.9,7.9,4.2
89,80,"San Joaquin",132,"W Side Field Station, CA",806,1,"138",1.16,0.57,49.2,"232",7.3,4.7,5.9,82.3,28.4,79.2,8.1,4.7
89,80,"San Joaquin",132,"W Side Field Station, CA",806,2,"141",1.15,0.57,49.1,"236",7.5,4.4,6,82.8,29.9,79.9,7.8,4.2
89,80,"San Joaquin",132,"W Side Field Station, CA",807,1,"141",1.15,0.57,49.6,"259",7.8,4.2,6.3,82.4,30.9,79.2,8.1,4.2
89,80,"San Joaquin",132,"W Side Field Station, CA",807,2,"122",1.15,0.59,51.1,"238",7.8,4.7,6.1,84,28.1,80,8.1,4.9
89,80,"San Joaquin",132,"W Side Field Station, CA",808,1,"154",1.17,0.6,50.9,"255",7.3,4.7,6.1,84.9,31,78.9,8.4,4.6
89,80,"San Joaquin",132,"W Side Field Station, CA",808,2,"145",1.16,0.61,52.8,"241",7,4.5,6.1,84.5,31.5,79.3,8.1,4.4
89,80,"San Joaquin",132,"W Side Field Station, CA",809,1,"148",1.19,0.58,49,"252",7,4,6.1,83.3,33,79.7,7.9,3.8
89,80,"San Joaquin",132,"W Side Field Station, CA",809,2,"159",1.17,0.59,50.4,"256",7.5,4.1,6.1,83.6,31.8,79.9,8,4
89,80,"San Joaquin",132,"W Side Field Station, CA",810,1,"159",1.15,0.58,50,"282",7.3,4.5,6.4,84.9,33.3,78.3,7.9,4.6
89,80,"San Joaquin",132,"W Side Field Station, CA",810,2,"160",1.18,0.6,51.1,"265",7.8,4.4,6.4,84.9,33.9,77.5,7.8,4.4
89,80,"San Joaquin",132,"W Side Field Station, CA",811,1,"148",1.17,0.56,48.1,"248",6.8,4.4,6.2,84.2,33.3,80,7.9,4.4
89,80,"San Joaquin",132,"W Side Field Station, CA",811,2,"152",1.18,0.59,49.8,"244",7,4.3,6.2,83.7,31.6,80.1,7.9,4.3
89,160,"BLA",180,"Dallas, TX",477,1,"141",1.15,0.58,50,"238",8.3,3.4,6.2,85.9,32.9,71.6,7.5,3.4
89,160,"BLA",180,"Dallas, TX",477,2,"143",1.16,0.59,50.4,"244",8.3,3.4,5.6,82.3,31.2,73.2,7.4,3.5
89,160,"BLA",180,"Dallas, TX",635,1,"121",1.04,0.54,51.7,"182",7.3,4.6,6.3,83.3,28.2,71.2,8,4.5
89,160,"BLA",180,"Dallas, TX",635,2,"115",0.99,0.51,51.8,"188",7.3,4,5.9,82.4,27.8,70.3,8.2,3.9
89,160,"BLA",180,"Dallas, TX",659,1,"119",1.03,0.51,49,"165",7.8,4.2,6.3,81.5,24.9,71.9,8.2,4.2
89,160,"BLA",180,"Dallas, TX",659,2,"110",1.04,0.51,49.3,"162",7,3.8,6.3,81,23.8,73.5,8.2,3.9
89,160,"BLA",180,"Dallas, TX",680,1,"108",1.1,0.53,48.2,"178",7,4.2,6.5,84.4,26.2,76.3,8.1,4.1
89,160,"BLA",180,"Dallas, TX",680,2,"109",1.09,0.52,47.5,"168",7.3,4.1,6.2,82.8,24.1,74.8,7.9,4.1
89,160,"BLA",180,"Dallas, TX",689,1,"109",1.11,0.54,48.9,"174",9,4.2,6.5,84,26.2,74.1,8.5,4
89,160,"BLA",180,"Dallas, TX",689,2,"119",1.1,0.54,49.1,"170",8.5,4.3,6.2,85.2,24.7,74.9,8.5,4
89,160,"BLA",180,"Dallas, TX",702,1,"113",1.12,0.5,44.4,"173",6.5,4.3,5.5,82.3,23.9,75.2,8.3,4.1
89,160,"BLA",180,"Dallas, TX",702,2,"110",1.11,0.53,47.3,"181",6.5,3.9,5.5,81.8,24.2,74.3,8.3,3.8
89,160,"BLA",180,"Dallas, TX",703,1,"117",1.11,0.54,48.7,"183",7,4.1,5.9,82.6,24.4,74.4,8.2,3.8
89,160,"BLA",180,"Dallas, TX",703,2,"119",1.07,0.53,49.1,"178",6.5,3.9,5.5,81,23.6,74.2,8.2,3.8
89,160,"BLA",180,"Dallas, TX",748,1,"122",1.15,0.56,48.9,"193",7.3,4.5,6.3,82.9,25.1,72.8,8.6,4.3
89,160,"BLA",180,"Dallas, TX",748,2,"122",1.12,0.6,53.4,"187",7.3,4.5,6,84.3,25.7,73.2,8.3,4.2
89,160,"BLA",181,"Thrall, TX",477,1,"138",1.1,0.55,49.6,"252",7.8,4.3,6.2,83.9,28.8,73.6,7.5,4.1
89,160,"BLA",181,"Thrall, TX",477,2,"135",1.13,0.58,51.4,"237",7,4.1,6.1,84.2,30,72.4,8,4.2
89,160,"BLA",181,"Thrall, TX",635,1,"110",0.97,0.48,49.5,"180",7.5,4.7,5.9,82.5,23.3,70.8,7.3,4.7
89,160,"BLA",181,"Thrall, TX",635,2,"108",0.99,0.49,49,"196",6.5,4.2,5.8,81.9,25.2,73.9,7.8,4
89,160,"BLA",181,"Thrall, TX",659,1,"94",0.99,0.49,49.8,"174",7.3,4.5,5.9,82.6,23,71.6,8,4.4
89,160,"BLA",181,"Thrall, TX",659,2,"95",1.05,0.52,49.8,"166",7.5,4.4,6.3,81.9,22.4,74.1,8.7,4.5
89,160,"BLA",181,"Thrall, TX",680,1,"111",1.1,0.53,48.2,"178",8.5,2.6,5.7,79.9,25.8,71.5,6.9,2.6
89,160,"BLA",181,"Thrall, TX",680,2,"115",1.07,0.51,47.2,"170",8.5,3.2,6.5,82.6,25.8,73.2,7.6,3.3
89,160,"BLA",181,"Thrall, TX",689,1,"100",1.06,0.5,47.2,"178",9,5.1,6.8,83.5,24.3,73.5,8.2,5.1
89,160,"BLA",181,"Thrall, TX",689,2,"107",1.06,0.52,48.6,"179",8.5,5.2,6.5,82.8,23.5,75.6,9,5.2
89,160,"BLA",181,"Thrall, TX",702,1,"108",1.03,0.49,47.3,"171",6.5,4.2,5.9,81,23.3,73.5,8.6,4.1
89,160,"BLA",181,"Thrall, TX",702,2,"96",1.08,0.51,47.5,"163",7.5,4.1,5.4,80.9,22.6,75.6,8.7,4.1
89,160,"BLA",181,"Thrall, TX",703,1,"106",1.02,0.5,49.3,"164",7.5,3.8,5.6,82.7,22,72.8,7.2,3.7
89,160,"BLA",181,"Thrall, TX",703,2,"108",1.02,0.5,48.8,"162",7.5,3.9,5.9,80.4,23.4,75.8,8.1,3.7
89,160,"BLA",181,"Thrall, TX",748,1,"121",1.03,0.53,51.7,"182",7.5,4.9,6.2,82,22.3,70.5,8.7,5
89,160,"BLA",181,"Thrall, TX",748,2,"117",1.09,0.57,51.9,"193",7.5,5.1,6.3,84.9,25.2,71.1,9,5.2
89,170,"ARI",5,"Marana, AZ",320,1,"127",1.19,0.54,45.2,"201",8,3.9,5.6,81,25,75.8,8.9,4.2
89,170,"ARI",5,"Marana, AZ",320,2,"125",1.18,0.56,47.3,"200",9.3,3.7,5.8,82.6,26,78.2,9,4
89,170,"ARI",5,"Marana, AZ",477,1,"149",1.21,0.59,48.4,"213",7.5,4.2,6.1,86,30.3,77.6,7.8,3.8
89,170,"ARI",5,"Marana, AZ",477,2,"140",1.21,0.6,49.8,"231",7,4.3,6.1,83.5,28.2,79.5,8,4.3
89,170,"ARI",5,"Marana, AZ",635,1,"115",1.09,0.54,49.6,"186",8,4.9,6.2,82.2,23.2,74,8.8,4.6
89,170,"ARI",5,"Marana, AZ",635,2,"112",1.09,0.54,49.6,"191",7.8,4.7,6.2,80.4,24,77.4,7.7,4.5
89,170,"ARI",5,"Marana, AZ",649,1,"131",1.18,0.57,48.1,"206",8.5,4.2,6.2,83.9,28.2,75.7,8.3,4.1
89,170,"ARI",5,"Marana, AZ",649,2,"123",1.18,0.57,48.3,"205",8.8,4.2,6.2,83.9,25.1,78.6,8.3,4.6
89,170,"ARI",5,"Marana, AZ",689,1,"107",1.16,0.54,46.3,"160",8.8,4.4,6.2,82.6,22,78.3,8.1,4.9
89,170,"ARI",5,"Marana, AZ",689,2,"106",1.16,0.55,47.6,"157",8.3,4.5,6.2,81,21.1,80.6,8,4.6
89,170,"ARI",5,"Marana, AZ",697,1,"109",1.18,0.55,46.4,"172",8,4.6,6.2,81.2,22.5,77.9,7.9,4.3
89,170,"ARI",5,"Marana, AZ",697,2,"106",1.17,0.55,46.8,"170",8.8,4.5,5.5,82.8,22.1,75.8,7.7,4.6
89,170,"ARI",5,"Marana, AZ",723,1,"116",1.19,0.56,47.3,"175",8.8,4.3,6.4,83.8,25.5,79.6,8.3,3.9
89,170,"ARI",5,"Marana, AZ",723,2,"117",1.18,0.56,47.3,"169",8.8,4.4,6.3,83,22.1,79.1,8.1,4.5
89,170,"ARI",5,"Marana, AZ",741,1,"130",1.18,0.56,47.1,"192",8.5,4.3,6.3,84.4,26.4,76.5,8.5,4.2
89,170,"ARI",5,"Marana, AZ",741,2,"126",1.18,0.56,47.3,"191",8.5,4.5,6.4,82.7,27.5,78.2,8.6,3.9
89,170,"ARI",5,"Marana, AZ",748,1,"120",1.2,0.58,48.1,"188",7.8,4.5,6.2,81.4,24.1,77.6,8.7,4.3
89,170,"ARI",5,"Marana, AZ",748,2,"128",1.2,0.57,47.7,"175",7.5,4.7,5.8,83.7,23.8,77.4,8.4,4.6
89,170,"ARI",5,"Marana, AZ",750,1,"116",1.18,0.56,47.3,"176",9.3,4.2,6.2,83.2,24.1,78.6,8.4,4
89,170,"ARI",5,"Marana, AZ",750,2,"119",1.18,0.57,47.9,"190",9.5,4.6,6.1,84,24.2,75.9,8.2,4.2
89,170,"ARI",5,"Marana, AZ",804,1,"132",1.2,0.57,47.3,"193",7.5,3.5,5.9,81.4,29.5,79.7,8.7,2.9
89,170,"ARI",5,"Marana, AZ",804,2,"137",1.21,0.57,47.3,"189",8,3.3,5.7,82.7,26.3,79.7,8.6,3.4
89,170,"ARI",5,"Marana, AZ",805,1,"129",1.18,0.55,46.4,"199",8.8,4.4,5.5,81.7,25.2,77.8,8.6,3.9
89,170,"ARI",5,"Marana, AZ",805,2,"120",1.21,0.57,46.9,"199",9.3,3.9,6.3,83,26.3,78.6,8.3,3.9
89,170,"ARI",182,"Maricopa, AZ",320,1,"127",1.14,0.54,47.6,"200",7,5.2,5.4,83.8,23.8,77.8,7.6,5.6
89,170,"ARI",182,"Maricopa, AZ",320,2,"124",1.16,0.54,46.8,"204",7.3,5.6,5.7,82.3,27.5,77.3,7.5,5.2
89,170,"ARI",182,"Maricopa, AZ",477,1,"144",1.2,0.59,48.8,"242",7.5,4.6,5.5,84.9,28.9,80.7,7.5,4.5
89,170,"ARI",182,"Maricopa, AZ",477,2,"141",1.19,0.57,47.7,"232",7.8,4.5,5.7,85.9,28.3,81.7,7.1,4.3
89,170,"ARI",182,"Maricopa, AZ",635,1,"116",1.04,0.54,51.5,"192",7,4.6,5.6,81,21.4,77.7,7.7,4.7
89,170,"ARI",182,"Maricopa, AZ",635,2,"123",1.03,0.53,51.5,"168",7.8,4.6,5.9,81.4,24.4,78.8,7.5,4.3
89,170,"ARI",182,"Maricopa, AZ",649,1,"131",1.12,0.54,48.2,"212",7.3,5.6,5.5,84.9,26.2,75.3,6.8,5.5
89,170,"ARI",182,"Maricopa, AZ",649,2,"126",1.12,0.54,47.8,"204",6.5,5.4,5.8,82.8,22.9,79.5,7.5,5.8
89,170,"ARI",182,"Maricopa, AZ",689,1,"109",1.14,0.55,48.1,"175",8.5,5.5,6.1,81.4,19.8,81.3,6.7,5.4
89,170,"ARI",182,"Maricopa, AZ",689,2,"105",1.13,0.53,46.7,"173",8,5.5,6.1,82.4,20.6,79.5,6.7,5.1
89,170,"ARI",182,"Maricopa, AZ",697,1,"109",1.13,0.54,47.8,"168",7.5,4.9,6,82.3,22,75.8,6.8,4.8
89,170,"ARI",182,"Maricopa, AZ",697,2,"114",1.12,0.53,47.1,"182",7.8,5.1,6,82,21.8,78.9,7.7,5.1
89,170,"ARI",182,"Maricopa, AZ",723,1,"117",1.12,0.54,48,"181",7.5,5.2,6.1,84.7,22.6,80.7,7,5.4
89,170,"ARI",182,"Maricopa, AZ",723,2,"110",1.11,0.54,48.4,"190",8,5.4,6.1,83.6,22.3,80.6,7.3,5.6
89,170,"ARI",182,"Maricopa, AZ",741,1,"131",1.15,0.55,48,"224",6.8,5.8,5.5,84.3,25.8,81,7.7,5.4
89,170,"ARI",182,"Maricopa, AZ",741,2,"127",1.13,0.54,47.8,"217",6.8,5.7,5.4,84,25.2,80,7.8,5.7
89,170,"ARI",182,"Maricopa, AZ",748,1,"124",1.16,0.56,48.5,"194",7.5,5.5,5.4,84.2,23.4,76.4,7.6,5.2
89,170,"ARI",182,"Maricopa, AZ",748,2,"127",1.13,0.54,47.8,"187",7.5,5.1,6,82.9,21.4,77.6,7.8,5.5
89,170,"ARI",182,"Maricopa, AZ",750,1,"116",1.12,0.53,47.5,"191",8,5.4,6.1,86,23.8,76.5,7.8,5.3
89,170,"ARI",182,"Maricopa, AZ",750,2,"114",1.11,0.54,48.6,"184",8.8,5.1,6.1,85.4,23.7,74.4,7.7,5.2
89,170,"ARI",182,"Maricopa, AZ",804,1,"134",1.17,0.56,48.1,"210",7.3,4.8,5.6,83.7,25.6,80,7.8,4.8
89,170,"ARI",182,"Maricopa, AZ",804,2,"135",1.15,0.54,47.2,"210",7,5.2,5.8,82.1,26.5,78.3,7,4.7
89,170,"ARI",182,"Maricopa, AZ",805,1,"128",1.15,0.55,48,"207",7.3,5.3,5.7,82.2,25.2,79.7,7.6,5.3
89,170,"ARI",182,"Maricopa, AZ",805,2,"123",1.14,0.53,46.5,"191",6.8,4.9,6,83.8,29.3,78.7,7.7,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
